msoa11cd,total_number_of_collisions_2018_2022,total_number_of_casualties_by_casualty_lsoa_2018_2022,total_number_of_casualties_by_msoa_of_accident_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,car_occupant_casualties_2018_2022,motorcycle_casualties_2018_2022,horse_rider_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022,winter_collisions_2018_2022
E02004748,85,98,96,0,42,16,29,8,0,6,6,33,52,25,21
E02004942,85,50,125,0,9,6,96,6,0,4,4,19,66,17,22
E02005101,85,63,104,0,18,5,73,3,0,4,4,22,63,24,23
E02005161,85,70,114,1,4,13,81,14,0,5,5,24,61,18,19
E02005186,85,48,119,3,3,5,91,8,1,4,4,25,61,20,17
E02005221,85,85,120,2,15,5,80,12,0,7,7,32,54,23,20
E02005262,85,63,128,1,14,7,92,12,0,4,4,24,62,20,18
E02005533,85,74,127,3,10,6,91,4,0,6,6,24,61,30,21
E02005607,85,102,121,2,5,6,88,12,0,6,6,22,64,23,24
E02005812,85,79,113,9,9,7,60,33,0,5,5,17,68,22,21
E02006189,85,25,119,2,5,4,90,14,0,5,6,24,62,22,20
E02006236,85,63,114,2,7,7,81,14,0,7,7,24,61,26,13
E02006247,85,99,112,0,11,9,66,19,0,5,5,23,62,24,18
E02006258,85,112,103,0,13,15,56,14,0,6,6,19,66,19,21
E02006288,85,64,116,0,16,8,65,11,1,5,5,18,67,26,23
E02006354,85,78,102,2,15,13,55,15,0,5,5,23,64,23,22
E02006534,85,85,102,2,15,16,53,9,0,6,6,20,65,18,21
E02006558,85,111,98,3,15,33,37,6,0,6,6,28,58,16,27
E02006671,85,45,88,1,19,23,29,12,0,4,4,20,66,25,20
E02006787,85,48,99,0,16,14,43,17,0,5,5,30,55,23,16
W02000136,85,31,113,1,8,10,69,17,0,6,6,20,66,29,17
E02000172,84,144,88,0,32,16,19,17,0,6,6,18,67,23,16
E02000183,84,71,91,0,19,22,10,31,0,5,5,29,56,24,20
E02000741,84,117,97,0,12,24,31,14,0,4,4,21,64,19,17
E02000855,84,48,110,1,8,15,70,10,0,5,5,23,61,20,15
E02000927,84,80,94,0,27,14,13,34,0,4,4,22,63,23,20
E02001076,84,47,103,0,34,15,36,6,0,5,5,30,55,21,17
E02002733,84,47,100,2,26,13,46,5,0,4,4,20,64,17,29
E02002844,84,71,97,0,15,28,43,4,0,6,6,30,55,23,24
E02003184,84,106,101,0,11,15,45,19,0,4,4,20,64,24,27
E02003210,84,66,99,1,27,23,25,12,0,5,5,19,65,26,20
E02003337,84,97,121,2,7,11,90,9,0,4,4,24,60,29,18
E02003348,84,57,115,0,7,4,95,4,0,5,5,16,69,16,24
E02003497,84,80,101,0,15,14,50,17,0,5,5,13,71,21,22
E02003562,84,90,92,2,14,14,44,16,0,5,5,25,60,18,18
E02003659,84,70,138,1,4,11,98,10,0,6,6,22,62,21,26
E02003728,84,72,89,0,56,8,13,8,0,5,5,24,60,15,24
E02003864,84,38,106,4,20,9,56,13,0,5,5,24,60,22,18
E02003948,84,75,113,1,17,10,63,18,0,5,5,26,59,24,27
E02003988,84,69,128,3,4,10,89,8,0,4,4,24,61,26,24
E02004586,84,52,106,0,10,21,52,8,0,5,5,24,60,15,21
E02004677,84,46,135,1,2,6,98,8,0,6,5,25,60,23,29
E02004755,84,69,113,2,13,21,68,4,0,7,7,37,47,18,22
E02004771,84,105,104,1,17,15,50,20,0,5,5,24,60,20,20
E02004908,84,76,124,1,4,11,95,4,0,6,6,24,61,21,17
E02004923,84,73,128,1,9,5,103,4,2,6,6,21,63,19,19
E02005215,84,135,114,1,6,26,70,9,0,8,8,25,61,19,22
E02005226,84,86,96,0,17,22,36,9,0,5,5,22,62,21,25
E02005248,84,80,105,0,8,16,72,5,0,4,4,28,56,25,21
E02005398,84,37,115,3,1,8,84,9,0,4,4,30,55,23,15
E02005440,84,65,119,5,1,1,95,14,0,4,5,24,60,24,19
E02005519,84,67,108,0,12,20,65,6,0,5,6,28,57,21,23
E02005539,84,75,129,3,3,8,100,12,0,5,6,16,68,25,21
E02005961,84,30,120,5,4,2,90,10,0,5,5,26,60,25,25
E02005980,84,59,113,2,11,4,71,17,0,7,7,21,66,23,27
E02006393,84,53,105,1,16,15,60,13,0,4,4,25,59,22,23
E02006403,84,82,115,0,9,5,79,11,0,4,4,18,66,23,20
E02006459,84,194,105,1,16,12,60,13,0,6,6,33,51,28,18
E02006522,84,37,115,0,10,1,79,10,1,4,4,21,63,25,21
E02006783,84,107,101,0,4,17,43,26,0,5,5,23,61,23,19
E02000072,83,184,96,0,5,15,55,7,0,7,7,26,59,15,27
E02000136,83,67,100,0,3,13,66,11,0,4,4,17,66,19,21
E02000138,83,76,104,0,20,14,51,11,0,5,5,23,60,21,18
E02000141,83,83,96,0,11,10,43,29,0,5,5,27,56,23,18
E02000145,83,113,114,0,3,11,77,12,0,5,6,21,62,22,26
E02000146,83,100,105,1,7,24,51,17,0,5,5,15,68,22,20
E02000190,83,27,86,0,31,29,5,17,0,5,5,30,53,26,20
E02000495,83,82,104,1,9,20,54,11,0,6,6,20,64,25,20
E02000565,83,83,93,0,30,20,19,17,0,5,5,28,55,22,21
E02000653,83,146,90,0,29,10,16,30,0,5,5,31,53,22,21
E02001004,83,65,105,0,12,27,57,3,0,5,5,31,53,23,20
E02001357,83,74,118,0,15,21,63,5,0,5,5,18,65,32,16
E02001918,83,81,105,1,11,29,53,5,0,6,6,28,55,20,23
E02001981,83,106,105,0,9,30,48,5,0,6,6,28,56,22,27
E02002624,83,78,106,1,7,13,69,8,1,6,6,32,52,28,23
E02002717,83,92,103,1,12,8,67,9,0,5,5,26,57,22,21
E02002726,83,100,105,0,8,8,64,13,0,7,7,26,58,24,18
E02002803,83,58,97,1,17,14,49,10,0,4,4,21,63,23,17
E02003302,83,83,123,2,5,5,92,8,0,6,6,21,62,24,17
E02003303,83,94,122,1,4,5,87,9,0,5,5,23,61,25,22
E02003341,83,78,116,3,1,5,84,17,0,5,4,24,59,19,29
E02003401,83,77,106,2,15,13,52,10,0,5,5,29,55,19,23
E02003537,83,105,89,0,37,11,27,10,0,6,6,25,59,21,19
E02003810,83,80,115,3,6,8,72,11,0,5,5,19,66,23,23
E02003924,83,77,107,0,9,12,65,14,0,5,5,18,66,21,16
E02004017,83,50,105,1,10,19,53,19,0,4,4,19,64,24,20
E02004194,83,52,116,0,5,5,82,17,0,3,3,14,69,27,18
E02004260,83,52,115,3,4,4,87,14,0,5,5,26,57,30,20
E02004277,83,87,97,2,16,27,39,11,0,7,7,15,69,19,18
E02004474,83,48,120,1,5,11,80,16,0,5,5,18,65,19,18
E02004626,83,48,110,5,2,5,79,10,1,5,5,24,59,22,12
E02004868,83,57,104,0,18,11,61,11,0,4,4,16,67,23,14
E02004870,83,100,97,3,10,26,49,6,0,5,5,27,56,20,25
E02005088,83,120,111,3,14,14,67,11,0,6,6,28,56,16,33
E02005498,83,66,128,4,2,3,104,7,0,4,4,24,59,21,18
E02005701,83,58,128,2,7,6,99,7,0,6,6,26,57,23,25
E02005740,83,84,105,1,3,16,63,10,0,7,7,23,60,23,25
E02005744,83,48,132,8,8,9,75,31,1,4,4,15,69,30,14
E02005753,83,85,94,3,14,29,44,4,0,8,8,17,69,23,24
E02005756,83,43,130,1,4,0,106,10,0,4,4,17,66,25,22
E02006412,83,66,99,0,16,13,54,12,0,4,4,24,60,22,26
E02006466,83,141,98,0,18,20,51,8,0,5,5,24,59,20,29
E02006531,83,63,101,2,20,19,46,11,0,6,6,26,57,18,20
E02006548,83,120,99,0,24,19,49,6,0,6,6,18,66,16,27
E02006829,83,59,121,1,4,2,95,12,1,5,5,21,62,19,21
W02000108,83,46,107,2,4,4,71,19,1,5,5,18,65,33,13
W02000164,83,56,118,1,2,12,86,10,0,4,4,20,63,26,18
E02000149,82,96,98,0,12,7,52,15,0,5,5,25,59,18,24
E02000174,82,79,87,1,22,18,13,26,0,5,5,25,57,24,19
E02000253,82,133,91,0,10,18,45,11,0,6,6,26,57,21,21
E02000270,82,88,91,1,16,15,17,26,0,5,5,20,63,24,23
E02000327,82,65,108,0,7,17,56,21,0,4,4,29,54,24,15
E02000398,82,171,96,2,7,12,54,12,0,4,4,29,54,23,24
E02000513,82,127,91,2,3,18,50,12,0,5,5,26,56,18,17
E02000589,82,46,92,0,21,16,21,24,0,5,5,29,53,20,26
E02000895,82,87,109,0,4,10,67,21,0,5,5,33,49,22,21
E02000925,82,116,92,0,24,17,15,30,0,4,4,31,51,16,15
E02000941,82,107,90,0,23,9,16,31,0,6,6,26,57,26,15
E02001097,82,53,128,0,3,7,83,6,0,5,6,33,49,25,20
E02001301,82,50,94,2,14,22,44,8,0,5,5,15,68,32,16
E02001387,82,51,105,1,19,17,57,6,0,5,5,22,59,24,15
E02001427,82,81,107,2,10,10,67,12,0,6,6,25,57,25,18
E02001534,82,69,107,1,13,7,67,13,0,6,6,28,54,19,21
E02001646,82,26,91,1,32,20,25,10,0,5,5,27,55,15,23
E02001729,82,98,105,2,14,21,55,4,0,6,6,24,58,28,21
E02002077,82,88,95,0,7,30,41,11,0,6,6,27,57,17,22
E02002333,82,47,105,3,23,18,40,13,1,6,5,19,65,21,22
E02002456,82,61,104,2,9,34,39,7,0,4,4,27,55,19,19
E02002763,82,131,101,0,17,11,52,13,0,4,4,23,59,15,23
E02002768,82,73,108,2,3,5,71,14,0,5,4,25,58,21,21
E02002824,82,123,110,0,11,11,74,7,0,6,6,29,54,17,20
E02002943,82,119,118,1,11,10,81,10,0,5,5,19,63,19,20
E02003131,82,71,113,1,6,6,80,15,0,5,5,18,64,26,23
E02003608,82,104,113,2,19,13,65,8,1,6,6,25,57,21,18
E02003884,82,48,115,4,5,4,89,13,0,5,5,19,64,23,12
E02003891,82,36,114,0,5,5,77,14,0,4,4,17,65,20,23
E02003919,82,59,131,2,10,8,94,10,0,4,4,30,53,20,26
E02003944,82,87,116,2,8,13,76,10,0,5,5,23,59,18,17
E02003972,82,60,104,2,4,30,49,11,0,6,6,31,51,23,24
E02003976,82,26,116,3,13,18,71,10,0,5,5,12,71,29,7
E02004007,82,75,119,4,8,5,86,11,0,7,7,27,56,24,16
E02004034,82,39,96,0,9,6,63,9,0,5,5,19,63,21,22
E02004162,82,54,101,2,18,13,47,16,0,5,5,13,69,25,19
E02004185,82,48,131,2,5,4,99,12,0,4,4,18,66,16,23
E02004211,82,42,119,1,8,8,77,21,1,5,5,23,59,27,14
E02004267,82,28,117,2,14,4,65,26,0,3,3,17,65,27,15
E02004359,82,78,104,0,22,7,56,16,0,5,5,19,65,21,21
E02004370,82,108,105,0,9,17,63,13,0,5,5,22,60,19,26
E02004398,82,134,107,3,10,18,65,13,0,6,6,24,59,17,20
E02004468,82,56,104,0,14,18,56,8,0,6,6,20,65,22,14
E02004671,82,40,123,3,10,1,88,18,1,4,4,24,58,23,22
E02004694,82,64,104,1,6,8,62,12,0,4,4,26,57,22,24
E02004739,82,48,101,1,27,7,45,17,0,4,4,22,60,27,18
E02005118,82,154,120,1,6,12,84,12,0,6,6,19,64,16,19
E02005274,82,71,125,8,12,5,82,13,0,6,5,22,60,18,26
E02006033,82,47,88,0,20,46,17,4,0,4,4,27,55,21,20
E02006040,82,53,130,5,10,5,95,10,0,4,4,20,62,18,16
E02006261,82,50,117,1,3,5,93,11,0,4,4,18,64,26,16
E02006346,82,92,114,3,17,5,72,15,0,7,7,17,65,27,17
E02006355,82,75,97,0,11,9,59,15,0,4,4,24,59,19,20
E02006468,82,62,125,1,5,12,95,5,0,6,6,18,66,20,29
E02006483,82,63,109,1,12,11,64,13,0,5,5,26,56,21,20
E02006660,82,68,109,1,11,9,68,16,0,7,7,28,56,27,22
E02006770,82,68,94,3,10,18,53,9,0,4,4,28,54,20,26
W02000103,82,41,107,2,1,1,75,22,0,3,4,22,60,25,14
W02000132,82,41,108,4,4,2,85,9,0,4,4,19,63,23,23
W02000183,82,53,106,2,9,17,50,13,0,6,6,26,57,19,24
E02000081,81,79,103,0,7,15,57,15,0,5,5,25,56,22,22
E02000127,81,97,89,1,12,11,45,17,0,6,6,18,64,21,22
E02000267,81,77,94,0,13,15,29,23,0,4,4,24,57,26,19
E02000555,81,101,89,1,25,18,21,24,0,6,6,28,53,26,19
E02000647,81,164,96,0,12,20,30,24,0,5,5,22,59,21,18
E02000938,81,144,98,0,21,7,34,23,0,5,5,23,58,27,15
E02000965,81,88,93,0,18,16,17,34,0,5,5,26,55,19,20
E02001146,81,65,112,0,6,15,82,6,0,5,5,27,54,16,19
E02001689,81,46,101,0,19,18,50,8,0,5,5,23,58,16,22
E02001861,81,123,96,1,6,28,57,2,0,5,5,26,55,19,25
E02001899,81,51,122,4,3,19,85,6,0,5,5,27,54,23,24
E02001938,81,64,98,1,18,14,56,9,0,5,5,19,62,24,18
E02002193,81,60,102,0,8,17,62,7,0,4,4,24,57,16,18
E02002285,81,60,106,3,4,31,57,10,0,5,5,25,57,20,18
E02002309,81,66,99,0,7,21,60,7,0,4,4,18,63,15,17
E02002809,81,80,103,1,13,7,64,12,0,4,4,31,52,23,17
E02003006,81,81,122,3,8,7,85,16,0,5,5,19,64,23,19
E02003019,81,90,97,3,13,12,53,15,0,6,6,25,57,21,26
E02003145,81,61,94,0,15,19,39,18,0,4,4,30,51,25,25
E02003147,81,100,100,0,16,19,36,22,0,5,5,28,53,24,17
E02003325,81,115,95,0,9,44,31,5,0,4,4,20,61,19,17
E02003358,81,69,93,4,10,9,54,17,0,5,5,15,67,29,15
E02003482,81,35,123,4,7,4,101,5,0,4,4,28,54,24,19
E02003702,81,45,105,6,14,3,67,16,1,4,4,20,61,21,21
E02003723,81,47,92,0,54,11,18,8,0,4,4,15,66,21,18
E02003930,81,75,104,0,8,7,73,10,0,5,5,18,64,27,12
E02003971,81,45,108,4,18,12,63,11,0,5,5,16,66,26,21
E02004096,81,42,110,3,10,8,59,26,0,6,6,17,65,29,16
E02004104,81,54,119,1,7,4,78,25,0,5,4,10,71,23,10
E02004188,81,61,126,1,1,1,93,11,2,3,3,22,59,24,16
E02004270,81,50,124,6,6,4,93,9,1,4,5,15,66,18,17
E02004362,81,113,105,1,9,18,49,13,0,5,5,21,60,16,21
E02004585,81,84,108,3,7,14,72,12,0,5,5,26,56,21,24
E02004686,81,67,108,1,9,12,68,17,0,5,5,26,55,21,13
E02004688,81,51,97,1,14,9,54,17,0,5,5,18,64,25,15
E02004718,81,62,95,1,22,16,37,14,0,5,5,24,57,22,17
E02005558,81,64,120,3,4,1,97,12,0,5,4,27,56,26,24
E02005575,81,48,111,1,10,1,73,21,0,5,5,20,62,21,19
E02005732,81,37,109,5,9,4,75,9,0,8,6,21,62,20,19
E02005894,81,98,95,0,12,15,47,12,0,5,5,16,65,24,18
E02006080,81,50,150,4,5,2,131,7,0,4,4,23,58,20,18
E02006235,81,66,118,0,4,1,82,18,1,4,4,20,61,24,20
E02006296,81,82,101,0,17,8,65,7,0,8,8,23,60,28,23
E02006323,81,75,89,0,23,10,36,19,0,4,4,21,60,24,19
E02006339,81,110,93,1,23,7,39,21,0,4,4,18,63,20,25
E02006414,81,52,110,4,17,8,71,9,0,4,4,27,55,21,19
E02006470,81,77,108,6,7,11,71,15,0,7,7,29,52,20,21
E02006867,81,54,106,2,33,12,42,13,0,6,6,17,65,25,24
W02000088,81,11,93,1,10,33,40,6,0,4,4,25,56,16,17
W02000145,81,38,103,3,8,7,70,15,0,4,4,17,64,30,12
E02000052,80,90,94,2,14,26,20,17,0,6,6,24,56,18,17
E02000091,80,92,105,0,13,11,63,10,0,6,6,18,63,22,20
E02000224,80,91,91,0,11,19,28,15,0,5,5,24,56,18,17
E02000269,80,67,88,1,16,24,21,18,0,5,5,24,57,20,24
E02000333,80,50,90,1,14,15,33,21,0,4,4,19,62,19,21
E02000347,80,101,86,0,25,12,22,26,0,5,5,26,54,18,20
E02000404,80,135,97,1,9,11,49,23,0,4,4,31,49,12,21
E02000437,80,90,94,0,8,23,44,9,0,5,5,30,50,20,21
E02000518,80,102,98,0,6,15,59,11,0,5,5,31,50,22,19
E02001113,80,76,117,0,4,18,86,4,0,5,5,33,47,23,23
E02001365,80,81,96,0,20,26,40,5,0,6,6,31,49,24,20
E02001487,80,106,108,1,16,16,59,13,0,6,6,24,57,25,23
E02001579,80,80,104,0,6,21,60,10,0,6,6,18,63,23,17
E02001602,80,55,114,4,9,10,79,9,0,6,6,29,53,23,24
E02001964,80,110,101,2,13,24,52,5,0,6,6,21,59,33,12
E02002003,80,73,120,0,5,23,79,8,0,6,6,32,49,20,23
E02002416,80,52,118,1,7,4,87,12,0,4,5,24,57,24,21
E02002630,80,49,92,0,13,32,35,7,0,4,4,21,59,24,24
E02002665,80,71,91,2,36,17,28,4,0,5,5,21,59,19,13
E02002747,80,77,111,0,34,7,54,8,0,5,6,17,64,18,19
E02002845,80,90,113,3,10,17,80,5,0,6,6,30,50,18,22
E02002973,80,34,106,1,10,17,53,8,0,5,5,28,52,23,22
E02003078,80,47,118,2,8,5,85,19,0,4,4,26,54,30,16
E02003506,80,85,99,0,18,18,41,15,0,4,4,25,55,12,24
E02003672,80,56,110,1,16,9,72,6,0,6,6,26,54,25,20
E02004207,80,61,103,2,3,8,68,18,0,4,4,21,59,23,17
E02004259,80,54,116,3,8,4,77,12,0,4,4,17,63,19,19
E02004816,80,172,101,4,11,16,60,9,0,5,5,23,57,20,15
E02005051,80,206,98,0,7,22,54,12,0,8,8,21,60,19,18
E02005182,80,67,90,2,9,26,43,8,0,4,4,26,54,14,21
E02005199,80,53,123,1,11,10,82,4,0,5,6,31,49,20,19
E02005236,80,135,114,0,12,14,65,9,1,7,7,29,52,24,16
E02005418,80,121,94,2,19,30,34,8,0,5,5,28,53,24,20
E02005527,80,76,105,1,8,5,69,14,0,5,5,18,63,25,13
E02005600,80,43,109,0,6,3,81,6,0,4,4,17,63,19,16
E02005623,80,50,110,2,17,8,71,5,0,5,5,22,58,24,14
E02005804,80,70,94,1,9,28,33,14,0,5,5,20,60,20,16
E02006103,80,49,125,4,9,3,104,7,0,5,5,25,56,21,24
E02006266,80,69,111,4,8,9,79,8,0,5,5,19,62,25,14
E02006305,80,108,99,0,15,21,51,11,0,6,6,23,58,19,20
E02006407,80,106,94,0,11,15,50,11,0,6,6,21,59,11,23
E02006612,80,81,96,0,9,16,56,12,0,6,6,23,57,17,24
E02006630,80,110,102,0,17,19,58,6,0,5,5,25,55,24,19
E02006810,80,82,113,3,4,12,83,6,0,6,6,36,44,22,28
W02000085,80,5,98,0,11,27,52,6,0,6,6,29,53,19,26
E02000013,79,122,99,0,3,27,54,10,0,5,5,27,53,18,15
E02000029,79,116,89,2,4,27,33,19,0,5,5,25,54,19,20
E02000137,79,64,89,0,12,10,39,23,0,5,5,21,58,17,21
E02000166,79,80,86,0,29,12,23,19,0,5,5,15,64,27,14
E02000777,79,69,101,0,17,2,70,8,0,4,4,24,56,17,16
E02000863,79,54,97,0,5,9,59,16,0,4,4,18,62,23,16
E02001074,79,86,113,2,24,11,63,4,0,6,6,28,52,24,20
E02001173,79,38,106,2,16,20,53,10,0,4,4,22,57,17,21
E02001493,79,83,97,0,22,25,41,7,0,5,5,15,64,27,19
E02001519,79,92,109,3,9,13,72,12,0,4,4,31,48,22,27
E02001543,79,84,107,0,5,10,79,6,0,6,6,30,50,20,24
E02001548,79,86,92,1,10,19,52,7,0,5,5,29,50,22,26
E02001585,79,63,100,2,4,14,61,15,0,4,4,25,55,15,20
E02001850,79,82,110,0,8,12,89,1,0,5,5,24,56,29,17
E02001962,79,77,100,0,8,15,63,8,0,4,4,23,57,16,15
E02002312,79,64,97,0,6,17,59,11,0,4,4,23,57,19,24
E02002617,79,133,104,0,2,33,67,2,0,5,5,26,54,13,23
E02002702,79,73,96,1,24,24,39,8,0,6,6,21,58,17,26
E02002735,79,53,97,0,20,22,38,12,0,4,4,27,52,24,16
E02002828,79,55,101,1,18,4,64,10,0,5,5,32,48,20,22
E02002911,79,68,106,1,5,5,66,19,1,6,6,18,61,20,19
E02003129,79,77,105,0,14,4,66,18,0,4,4,16,63,21,22
E02003235,79,84,100,2,15,9,67,8,0,4,4,22,58,19,19
E02003292,79,111,96,0,12,25,41,11,0,6,6,25,55,22,18
E02003329,79,106,102,1,8,14,66,6,0,4,4,23,56,19,17
E02003504,79,77,87,0,26,14,25,18,0,5,5,21,58,25,10
E02003673,79,49,106,0,10,4,72,13,0,6,6,22,57,22,20
E02003987,79,66,116,5,2,4,90,8,0,4,4,17,62,23,20
E02004006,79,71,107,1,16,4,62,14,1,6,6,18,61,26,17
E02004009,79,40,94,2,5,1,67,4,0,4,4,24,55,22,22
E02004345,79,70,109,2,8,4,72,15,0,8,8,18,63,22,18
E02004507,79,87,101,0,12,14,57,11,0,6,6,27,53,20,30
E02004678,79,49,107,2,6,3,63,17,0,5,5,19,61,21,27
E02004886,79,68,119,1,2,2,94,9,0,4,4,18,61,26,20
E02004951,79,84,112,0,3,13,85,7,0,4,4,21,58,22,23
E02004964,79,32,118,0,5,3,83,8,0,4,4,23,56,19,13
E02005018,79,65,115,2,12,2,89,7,0,5,5,22,59,23,16
E02005079,79,99,97,2,6,13,66,9,0,5,5,22,57,27,20
E02005219,79,91,121,2,7,23,85,3,0,6,6,22,58,24,22
E02005263,79,67,104,0,12,21,64,5,0,4,4,23,56,13,20
E02005325,79,70,124,2,16,4,84,7,0,5,5,24,56,13,20
E02005688,79,45,120,4,2,4,93,9,0,4,4,28,51,19,19
E02006157,79,38,137,2,7,1,100,18,0,4,4,22,58,22,22
E02006242,79,87,125,2,4,3,97,11,0,5,5,18,61,31,19
E02006313,79,77,102,0,20,7,61,7,0,6,6,23,56,25,20
E02006421,79,78,103,2,7,8,74,13,0,5,5,16,64,27,15
E02006442,79,35,104,2,11,14,64,8,0,4,4,30,49,26,19
E02006512,79,61,90,2,16,18,39,12,0,6,6,18,62,26,20
E02006621,79,66,103,1,8,11,56,20,0,5,5,18,61,22,23
E02006641,79,74,110,3,4,6,79,8,0,4,4,15,65,23,18
E02006813,79,109,91,0,19,15,39,12,0,5,5,14,65,21,13
E02006905,79,65,97,1,16,15,45,9,0,4,4,14,66,23,14
W02000057,79,2,121,4,5,14,76,23,0,5,5,16,64,22,20
W02000066,79,21,100,3,17,8,47,15,0,6,6,26,54,20,16
W02000111,79,61,103,3,11,3,71,10,3,5,5,18,61,18,19
W02000366,79,27,115,7,3,12,78,12,0,5,5,19,61,15,23
E02000002,78,86,102,0,4,7,68,14,0,4,4,30,49,21,23
E02000011,78,94,98,2,11,20,45,8,0,4,4,21,57,20,13
E02000073,78,89,97,0,9,10,58,12,0,7,7,17,61,21,17
E02000239,78,86,97,1,8,14,54,18,0,5,5,33,45,19,19
E02000302,78,108,94,1,9,11,50,14,0,5,5,25,53,16,23
E02000410,78,50,92,0,6,15,37,30,0,4,4,25,54,24,20
E02000417,78,49,89,0,15,11,32,26,0,4,4,15,63,29,16
E02000612,78,72,96,0,20,12,38,19,0,5,5,20,60,18,17
E02000665,78,85,85,0,16,17,26,23,0,4,4,21,57,20,17
E02001015,78,39,112,4,7,17,75,5,0,5,5,18,60,24,17
E02001350,78,64,105,4,11,15,53,10,0,5,5,28,49,17,20
E02001401,78,52,99,1,9,17,60,4,0,5,5,30,48,19,19
E02001700,78,67,101,1,4,10,74,3,0,7,7,24,58,23,15
E02001851,78,76,98,1,9,14,62,6,0,5,5,24,54,18,24
E02001908,78,103,105,0,7,26,55,3,0,4,4,29,49,18,25
E02002047,78,57,105,1,6,12,73,5,0,4,4,29,49,18,26
E02002134,78,83,100,1,8,20,61,4,0,5,5,21,59,27,13
E02002458,78,64,101,0,7,8,67,6,0,6,6,19,60,21,15
E02002461,78,94,107,0,8,12,61,18,0,6,6,26,53,20,19
E02002503,78,55,113,1,16,10,68,4,0,4,4,18,60,17,23
E02003021,78,53,81,0,28,12,24,10,0,4,5,27,51,21,14
E02003092,78,56,117,2,10,6,87,6,0,4,4,21,57,24,17
E02003187,78,74,90,0,22,16,32,14,0,5,5,15,64,23,18
E02003711,78,67,96,1,14,10,50,17,0,4,4,23,55,23,17
E02003780,78,85,103,0,20,9,52,4,0,7,7,20,58,14,19
E02004178,78,53,132,2,5,6,103,12,0,4,3,21,57,30,16
E02004213,78,53,103,1,4,6,72,13,0,4,4,21,58,16,23
E02004280,78,65,107,1,6,9,56,28,1,5,5,11,69,23,11
E02004391,78,57,92,0,9,30,40,11,0,4,4,24,54,12,26
E02004568,78,63,104,2,6,5,69,17,0,5,6,18,61,29,12
E02004644,78,56,97,0,15,26,39,14,0,6,6,32,46,16,21
E02004683,78,52,101,2,10,8,61,14,0,4,4,25,53,18,20
E02004779,78,68,95,2,14,8,58,11,0,7,7,20,59,19,20
E02005193,78,65,117,3,5,9,85,12,0,6,6,25,54,24,14
E02005290,78,54,112,1,19,3,75,6,0,5,5,22,56,20,17
E02005319,78,65,88,2,17,23,39,8,0,6,6,27,51,26,15
E02005465,78,94,104,1,3,8,73,14,0,5,5,12,66,23,21
E02005502,78,94,101,3,5,5,75,12,0,6,5,21,58,23,17
E02005507,78,99,95,2,12,28,43,7,0,6,6,18,63,29,19
E02005736,78,63,106,3,8,17,73,5,0,4,4,23,55,23,20
E02006298,78,72,108,1,16,8,65,10,0,6,6,25,54,22,23
E02006494,78,53,98,0,16,28,38,10,0,4,4,15,64,20,15
E02006654,78,68,93,2,13,16,46,11,0,6,6,28,51,18,22
E02006855,78,87,93,0,5,18,51,14,0,3,3,22,56,20,20
E02000198,77,173,93,0,14,19,31,24,0,5,5,27,50,26,17
E02000690,77,36,89,1,23,20,20,18,0,4,4,19,58,21,19
E02000767,77,106,96,0,6,17,59,5,0,4,4,18,59,18,15
E02000848,77,72,97,2,11,16,45,22,0,5,5,22,57,13,20
E02000922,77,118,87,0,20,17,31,11,0,6,6,16,61,32,12
E02001389,77,61,87,1,29,22,24,2,0,4,4,27,51,9,27
E02001473,77,68,88,1,12,29,36,10,0,5,5,14,63,21,15
E02001476,77,66,104,0,14,12,55,15,0,4,4,21,56,21,20
E02001504,77,22,104,4,8,6,75,8,0,6,5,25,53,23,30
E02001637,77,8,93,3,6,14,60,7,0,4,4,25,52,18,18
E02001858,77,114,99,0,8,20,64,1,0,5,5,30,47,21,19
E02001860,77,103,95,0,6,28,58,1,0,5,5,22,56,24,17
E02002097,77,39,112,8,12,5,83,6,0,4,4,25,52,17,25
E02002127,77,113,114,1,9,19,65,7,0,4,4,20,57,18,11
E02002186,77,94,99,2,10,17,63,4,0,8,8,21,58,18,21
E02002301,77,72,100,0,6,29,58,3,0,4,4,27,51,15,24
E02002396,77,77,99,2,12,16,57,8,0,6,6,22,56,21,18
E02002439,77,65,93,2,12,20,39,13,0,5,5,25,52,21,15
E02002652,77,178,86,0,15,11,40,12,0,8,8,22,56,22,25
E02003049,77,55,98,0,17,13,54,14,0,5,5,23,54,20,18
E02003076,77,63,109,1,12,8,80,7,0,7,6,19,60,24,22
E02003190,77,120,86,0,21,20,25,11,0,6,6,15,63,20,18
E02003244,77,121,108,1,17,13,64,7,0,5,5,17,60,24,19
E02003264,77,81,121,0,10,8,96,4,0,6,6,20,58,18,24
E02003283,77,73,94,0,16,14,52,6,0,7,7,17,62,26,15
E02003316,77,129,101,2,8,15,68,8,0,5,5,19,60,26,14
E02003431,77,57,97,2,9,11,56,12,0,4,4,24,54,22,16
E02003617,77,50,114,4,7,9,80,13,0,6,6,23,54,17,12
E02003715,77,23,103,3,6,6,73,13,0,4,4,19,59,22,23
E02003879,77,54,82,0,22,14,29,14,0,3,3,27,50,16,18
